Time,Order ID,Order Status,Last Name,First Name,Birthday,E-Mail,Delivery Adress,Invoice Adress,Payment Method,Product ID,Product Name,Brand,Product Category,sell price,buy price,quantity,line item price,margin
2021-10-07 03:06:21,ID588938243692762,canceled,Hürlimann,Aboudou,1982-11-16,Aboudou.Hürlimann@gmail.ch,"DOLA PLAZA 74, 12433 Glenford, USA","DOLA PLAZA 74, 12433 Glenford, USA",credit card,P110011,,Diesel,Sweaters,49,40,6,294,18.37%
2021-10-07 03:04:23,ID042219264577589,paid,Jenni,Genie,1967-05-12,Genie.Jenni@hotmail.com,"Pfarrweg 39, 9465 Salez, Schweiz","Pfarrweg 39, 9465 Salez, Schweiz",invoice,P110013,Rundhals Pullover olive,Diesel,Sweaters,57,50,6,342,12.28%
2021-10-07 03:03:30,ID519994683200182,delivered,Wittwer,Enila,1958-08-22,Enila.Wittwer@bluewin.ch,"T ANDREW'S PLGD HANDBALL CRT 11, 14838 Erin, USA","T ANDREW'S PLGD HANDBALL CRT 11, 14838 Erin, USA",credit card,P110001,"Super Skinny Fit, Black",Pepe Jeans,Jeans,119,110,5,595,7.56%
2021-10-07 03:01:47,ID738414635325987,created,Fehr,Elena-Diana,1982-11-27,Elena-Diana.Fehr@gmail.ch,"ORO BR WESTBOUND ROADBED 72, 14063 Fredonia, USA","LASS HOUSES CHILD CARE CTR 42, 11790 Stony Brook, USA",invoice,P110008,,Diesel,Jeans,115,105,6,690,8.70%
2021-10-07 03:01:09,ID406601609346737,created,Bosshard,Krishika,1966-07-17,Krishika.Bosshard@yahoo.com,"NERS MARSH PARK 23, 11561 Long Beach, USA","NERS MARSH PARK 23, 11561 Long Beach, USA",credit card,P110002,,Pepe Jeans,Jeans,119,109,8,952,8.40%
2021-10-07 02:59:44,ID639602806261717,paid,Blanc,Enoah,1943-01-12,Enoah.Blanc@bluewin.ch,"OLD AV CROSS BRONX EP NB EN 14, 12451 Leeds, USA","OLD AV CROSS BRONX EP NB EN 14, 12451 Leeds, USA",invoice,P110048,"evening drees, dark blue",Diesel,Dresses,149,120,3,447,19.46%
2021-10-07 02:54:32,ID597285179443639,delivered,Aeschlimann,Vehab,1966-07-07,Vehab.Aeschlimann@gmail.ch,"ER PROJECTS COMPLEX 38, 12183 Troy, USA","ONTROS AVENUE 53, 11554 East Meadow, USA",credit card,P110035,"Blazer, white",Levi's,Jackets,119,100,6,714,15.97%
2021-10-07 02:47:56,ID118211029270716,created,Pfister,Henriques,1960-09-16,Henriques.Pfister@gmail.ch,"MARINE AIR TERMINAL 13, 14533 Piffard, USA","MARINE AIR TERMINAL 13, 14533 Piffard, USA",invoice,P110041,"cotton dress, black",Levi's,Dresses,99,85,2,198,14.14%
2021-10-07 02:46:37,ID918371046853095,canceled,Balmer,Kunam,1951-06-14,Kunam.Balmer@gmail.ch,"OLU PARKWAY MALLS 42, 13780 Guilford, USA","OLU PARKWAY MALLS 42, 13780 Guilford, USA",credit card,P110015,round neck sweater grey,Diesel,Sweaters,59,50,8,472,15.25%
2021-10-07 02:45:48,ID096301291916230,paid,Wehrli,Seevaratnam,1948-08-21,Seevaratnam.Wehrli@gmail.ch,"Langackerstrasse 38, 1666 Grandvillard, Schweiz","Langackerstrasse 38, 1666 Grandvillard, Schweiz",invoice,P110002,"Super Skinny Fit Cropped, Schwarz",Pepe Jeans,Jeans,119,109,5,595,8.40%
2021-10-07 02:43:10,ID627457553687347,canceled,Hodel,Danick,1965-10-14,Danick.Hodel@bluewin.ch,"NGTON STREET PLGD 76, 12910 Altona, USA","ST PROSPECT EXPWY EB EN 47, 13784 Harford, USA",credit card,P110015,round neck sweater grey,Diesel,Sweaters,59,50,8,472,15.25%
2021-10-07 02:40:09,ID060342535002010,created,Weiss,Donita,1991-01-13,Donita.Weiss@bluewin.ch,"MERE HOUSES BUILDING 17 21, 11413 Springfield Gardens, USA","MERE HOUSES BUILDING 17 21, 11413 Springfield Gardens, USA",credit card,P110002,"Super Skinny Fit Cropped, Black",Pepe Jeans,Jeans,119,109,4,476,8.40%
2021-10-07 02:39:20,ID178815361796468,paid,Bühlmann,Safije,1961-01-26,Safije.Bühlmann@gmail.com,"St. Peterhofstatt 16, 2301 La Chx-de-F. Combe, Schweiz","St. Peterhofstatt 16, 2301 La Chx-de-F. Combe, Schweiz",invoice,P110033,"Blazer, schwarz",Levi's,Jackets,119,100,5,595,15.97%
2021-10-07 02:35:57,ID714361697623572,paid,Ritter,Nithulan,1965-04-27,Nithulan.Ritter@gmail.de,"Kluseggstrasse 96, 1252 Meinier, Schweiz","Kluseggstrasse 96, 1252 Meinier, Schweiz",credit card,P110028,,Diesel,Shirts,59,50,5,295,15.25%
2021-10-07 02:34:38,ID673941420349011,delivered,Schneider,Abhinav,1972-06-13,Abhinav.Schneider@hotmail.com,"PRECINCT STATIONHOUSE 69, 14837 Dundee, USA","PRECINCT STATIONHOUSE 69, 14837 Dundee, USA",credit card,P110020,Sleevless Vest,Pepe Jeans,Sweaters,79,75,8,632,5.06%
2021-10-07 02:32:59,ID468240620974098,delivered,Suter,Andru,1967-11-12,Andru.Suter@gmail.com,"Geibelstrasse 86, 3156 Riffenmatt, Schweiz","Geibelstrasse 86, 3156 Riffenmatt, Schweiz",credit card,P110012,Rundhals Pullover schwarz,Diesel,Sweaters,59,50,2,118,15.25%
2021-10-07 02:31:40,ID870313610537053,paid,Eggenberger,Dawei,1959-01-26,Dawei.Eggenberger@bluewin.ch,"O RED HOOK FERRY ROUTE 70, 14211 Buffalo, USA","O RED HOOK FERRY ROUTE 70, 14211 Buffalo, USA",credit card,P110049,"evening dress, dark red",Diesel,Dresses,149,120,1,149,19.46%
2021-10-07 02:31:37,ID588938243692762,created,Hürlimann,Aboudou,1982-11-16,Aboudou.Hürlimann@gmail.ch,"DOLA PLAZA 74, 12433 Glenford, USA","DOLA PLAZA 74, 12433 Glenford, USA",credit card,P110011,,Diesel,Sweaters,49,40,6,294,18.37%
2021-10-07 02:31:16,ID476433647282479,canceled,Koch,Artjola,1985-09-06,Artjola.Koch@gmail.com,"8 EXIT 21 WESTBOUND 16, 12836 Hague, USA","8 EXIT 21 WESTBOUND 16, 12836 Hague, USA",credit card,P110004,,Levi's,Jeans,145,130,7,1015,10.34%
2021-10-07 02:30:50,ID001990706943755,delivered,Wirz,Namie,1954-06-23,Namie.Wirz@gmail.ch,"35 STREET 44, 10566 Peekskill, USA","35 STREET 44, 10566 Peekskill, USA",credit card,P110020,Sleevless Vest,Pepe Jeans,Sweaters,79,75,7,553,5.06%
2021-10-07 02:30:35,ID665784292030520,delivered,Bolliger,Fabiola,1998-06-23,Fabiola.Bolliger@gmail.ch,"ST WB ENTRANCE I 495 59, 12872 Severance, USA","ST WB ENTRANCE I 495 59, 12872 Severance, USA",credit card,P110025,"Blouse, black",Diesel,Shirts,45,35,7,315,22.22%
2021-10-07 02:29:01,ID342566537480957,paid,Birrer,Nashwa,1977-06-09,Nashwa.Birrer@gmail.com,"Murwiesenstrasse 53, 2013 Colombier NE, Schweiz","Murwiesenstrasse 53, 2013 Colombier NE, Schweiz",credit card,P110043,Kleid mit Blumenmuster,Pepe Jeans,Dresses,89,80,3,267,10.11%
2021-10-07 02:28:17,ID682242649638396,created,Bürki,Sirka,1947-05-11,Sirka.Bürki@gmail.com,"TERRANCE MCAVOY WAY 19, 12884 Victory Mills, USA","TERRANCE MCAVOY WAY 19, 12884 Victory Mills, USA",invoice,P110021,Cardigan,Pepe Jeans,Sweaters,75,65,2,150,13.33%
2021-10-07 02:25:17,ID277105428330871,delivered,Maillard,Hirisa,1993-10-16,Hirisa.Maillard@gmail.com,"RICHARD'S PLDG BASKETBALL 99, 12550 Newburgh, USA","RICHARD'S PLDG BASKETBALL 99, 12550 Newburgh, USA",credit card,P110050,"Summer dress, white",Levi's,Dresses,99,95,6,594,4.04%
2021-10-07 02:25:03,ID228253832125648,paid,Studer,Pushpanathan,2001-10-06,Pushpanathan.Studer@bluewin.ch,"Gorwiden 54, 1691 Villarimboud, Schweiz","Gorwiden 54, 1691 Villarimboud, Schweiz",credit card,P110042,,Levi's,Dresses,99,85,9,891,14.14%
2021-10-07 02:23:06,ID626605957842436,delivered,Iseli,Raymar,1957-09-25,Raymar.Iseli@bluewin.ch,"TENANT E D'ATRI AVENUE 21, 10014 New York City, USA","T JOHNS U FINLEY HALL 88, 10591 Tarrytown, USA",credit card,P110038,"jeans jacket, light blue",Pepe Jeans,Jackets,129,120,6,774,6.98%
2021-10-07 02:19:28,ID193800720163219,paid,Schoch,Vishaka,1966-09-08,Vishaka.Schoch@bluewin.ch,"ESDORF WAY 68, 13207 Syracuse, USA","ESDORF WAY 68, 13207 Syracuse, USA",credit card,P110035,"Blazer, white",Levi's,Jackets,119,100,7,833,15.97%
2021-10-07 02:18:59,ID305292704790236,delivered,Perret,Sándorné,2006-08-10,Sándorné.Perret@bluewin.ch,"Huttensteig 96, 5274 Mettau, Schweiz","Huttensteig 96, 5274 Mettau, Schweiz",credit card,P110014,Rundhals Pullover dunkelblau,Diesel,Sweaters,59,50,8,472,15.25%
2021-10-07 02:18:46,ID084851284101501,created,Bauer,Matey,1954-05-01,Matey.Bauer@gmail.com,"HY PROJECTS PEDESTRIAN PATH 54, 14788 Westons Mills, USA","HY PROJECTS PEDESTRIAN PATH 54, 14788 Westons Mills, USA",invoice,P110025,,Diesel,Shirts,45,35,5,225,22.22%
2021-10-07 02:17:16,ID342566537480957,created,Birrer,Nashwa,1977-06-09,Nashwa.Birrer@gmail.com,"Murwiesenstrasse 53, 2013 Colombier NE, Schweiz","Murwiesenstrasse 53, 2013 Colombier NE, Schweiz",credit card,P110043,Kleid mit Blumenmuster,Pepe Jeans,Dresses,89,80,3,267,10.11%
2021-10-07 02:11:25,ID870313610537053,created,Eggenberger,Dawei,1959-01-26,Dawei.Eggenberger@bluewin.ch,"O RED HOOK FERRY ROUTE 70, 14211 Buffalo, USA","O RED HOOK FERRY ROUTE 70, 14211 Buffalo, USA",credit card,P110049,"evening dress, dark red",Diesel,Dresses,149,120,1,149,19.46%
2021-10-07 02:07:44,ID335863567027868,delivered,Schulz,Sasitorn,1970-08-13,Sasitorn.Schulz@hispeed.ch,"Langgrütstrasse 11, 1009 Pully, Schweiz","Langgrütstrasse 11, 1009 Pully, Schweiz",credit card,P110017,,Levi's,Sweaters,69,55,6,414,20.29%
2021-10-07 02:05:38,ID271026175982799,delivered,Flückiger,Anani,1973-10-29,Anani.Flückiger@gmail.ch,"Pestalozzianlage 54, 8835 Feusisberg, Schweiz","Pestalozzianlage 54, 8835 Feusisberg, Schweiz",credit card,P110023,"Langarmbluse, Tierdruck",Pepe Jeans,Shirts,49,45,8,392,8.16%
2021-10-07 02:04:57,ID233719770670476,delivered,Mathys,Mevljud,1995-02-03,Mevljud.Mathys@gmail.com,"JOSEPH PG 47, 12197 Worcester, USA","JOSEPH PG 47, 12197 Worcester, USA",credit card,P110047,,Diesel,Dresses,149,120,5,745,19.46%
2021-10-07 02:04:18,ID714361697623572,created,Ritter,Nithulan,1965-04-27,Nithulan.Ritter@gmail.de,"Kluseggstrasse 96, 1252 Meinier, Schweiz","Kluseggstrasse 96, 1252 Meinier, Schweiz",credit card,P110028,,Diesel,Shirts,59,50,5,295,15.25%
2021-10-07 02:03:00,ID250034025133699,created,Brügger,Miska,1950-02-09,Miska.Brügger@gmail.com,"Zollbrücke 60, 6598 Tenero, Schweiz","Zollbrücke 60, 6598 Tenero, Schweiz",invoice,P110008,,Diesel,Jeans,115,105,5,575,8.70%
2021-10-07 02:00:15,ID517580485552006,paid,Neumann,Momoko,1943-04-20,Momoko.Neumann@bluewin.ch,"Pflanzschulstrasse 9, 6966 Villa Luganese, Schweiz","Pflanzschulstrasse 9, 6966 Villa Luganese, Schweiz",invoice,P110010,"Straight Cropped Fit, Dunkel",Pepe Jeans,Jeans,99,93,5,495,6.06%
2021-10-07 01:59:51,ID597208826122099,delivered,Flückiger,Anirvan,1971-06-07,Anirvan.Flückiger@bluewin.ch,"D STREET EXTENSION 32, 13844 South Plymouth, USA","D STREET EXTENSION 32, 13844 South Plymouth, USA",credit card,P110004,"Levi's Jeans Boyfriend, Bright",Levi's,Jeans,145,130,7,1015,10.34%
2021-10-07 01:59:18,ID918371046853095,created,Balmer,Kunam,1951-06-14,Kunam.Balmer@gmail.ch,"OLU PARKWAY MALLS 42, 13780 Guilford, USA","OLU PARKWAY MALLS 42, 13780 Guilford, USA",credit card,P110015,round neck sweater grey,Diesel,Sweaters,59,50,8,472,15.25%
2021-10-07 01:57:57,ID333428636326491,delivered,Stauffer,Jetullah,1976-10-09,Jetullah.Stauffer@bluewin.ch,"GARAGE MANHATTAN 2 14, 12725 Claryville, USA","GARAGE MANHATTAN 2 14, 12725 Claryville, USA",credit card,P110035,"Blazer, white",Levi's,Jackets,119,100,2,238,15.97%
2021-10-07 01:53:18,ID228253832125648,created,Studer,Pushpanathan,2001-10-06,Pushpanathan.Studer@bluewin.ch,"Gorwiden 54, 1691 Villarimboud, Schweiz","Gorwiden 54, 1691 Villarimboud, Schweiz",credit card,P110042,,Levi's,Dresses,99,85,9,891,14.14%
2021-10-07 01:53:01,ID770870450069829,delivered,Hug,Jankat,1953-05-29,Jankat.Hug@hotmail.com,"Hellrainweg 95, 8102 Oberengstringen, Schweiz","Hellrainweg 95, 8102 Oberengstringen, Schweiz",credit card,P110014,Rundhals Pullover dunkelblau,Diesel,Sweaters,59,50,8,472,15.25%
2021-10-07 01:52:55,ID726860424378603,created,Marty,Nikbakht,1999-05-25,Nikbakht.Marty@gmail.com,"AN'S NECK BUILDING 48 66, 12202 Albany, USA","AN'S NECK BUILDING 48 66, 12202 Albany, USA",invoice,P110036,,Levi's,Jackets,119,100,7,833,15.97%
2021-10-07 01:50:10,ID601459685097331,delivered,Hofer,Believe,1946-09-24,Believe.Hofer@gmail.ch,"ENA BLVD I 495 WESTBOUND EN 53, 12086 Hagaman, USA","ENA BLVD I 495 WESTBOUND EN 53, 12086 Hagaman, USA",credit card,P110001,"Super Skinny Fit, Black",Pepe Jeans,Jeans,119,110,3,357,7.56%
2021-10-07 01:41:12,ID696894447646197,created,Zingg,Reija,1982-01-24,Reija.Zingg@hotmail.com,"Hornbachstrasse 66, 1040 Villars-le-Terroir, Schweiz","Hornbachstrasse 66, 1040 Villars-le-Terroir, Schweiz",invoice,P110014,Rundhals Pullover dunkelblau,Diesel,Sweaters,59,50,4,236,15.25%
2021-10-07 01:40:01,ID742375496022043,paid,Stähli,Bahadin,1978-04-01,Bahadin.Stähli@bluewin.ch,"Friedaustrasse 17, 4322 Mumpf, Schweiz","Friedaustrasse 17, 4322 Mumpf, Schweiz",invoice,P110024,"Langarmbluse, einfarbig",Pepe Jeans,Shirts,45,45,7,315,0.00%
2021-10-07 01:39:27,ID658834941053118,paid,Flückiger,Imihane,1965-04-22,Imihane.Flückiger@bluewin.ch,"OTSON AVENUE FOOT BRIDGE 66, 10577 Purchase, USA","BRIDGE 40, 13042 Cleveland, USA",credit card,P110044,,Diesel,Dresses,99,80,9,891,19.19%
2021-10-07 01:35:48,ID511751721920792,paid,Bischof,Pilvi,1941-06-16,Pilvi.Bischof@hotmail.com,"HUTCHINSON SCHOOL 18, 12125 New Lebanon, USA","HUTCHINSON SCHOOL 18, 12125 New Lebanon, USA",invoice,P110016,Short Sleeve Sweatshirt,Levi's,Sweaters,45,40,7,315,11.11%
2021-10-07 01:30:23,ID982964200116249,delivered,Jäger,Janphen,1958-10-25,Janphen.Jäger@bluewin.ch,"A ROSS PLGD 20, 10970 Pomona, USA","A ROSS PLGD 20, 10970 Pomona, USA",credit card,P110022,"long sleeve blouse, floral pattern",Pepe Jeans,Shirts,49,45,5,245,8.16%
2021-10-07 01:29:08,ID193800720163219,created,Schoch,Vishaka,1966-09-08,Vishaka.Schoch@bluewin.ch,"ESDORF WAY 68, 13207 Syracuse, USA","ESDORF WAY 68, 13207 Syracuse, USA",credit card,P110035,"Blazer, white",Levi's,Jackets,119,100,7,833,15.97%
2021-10-07 01:22:52,ID566537284848993,delivered,Jäggi,Tullio,1941-07-27,Tullio.Jäggi@gmail.com,"Richard-Wagner-Strasse 94, 1356 Les Clées, Schweiz","Richard-Wagner-Strasse 94, 1356 Les Clées, Schweiz",credit card,P110042,"Baumwollkleid, braun",Levi's,Dresses,99,85,8,792,14.14%
2021-10-07 01:22:49,ID770130275221097,created,Dubois,Ermirë,1951-03-16,Ermirë.Dubois@hotmail.com,"ICE FITZGERALD PLGD 82, 13425 Oriskany Falls, USA","ICE FITZGERALD PLGD 82, 13425 Oriskany Falls, USA",invoice,P110016,,Levi's,Sweaters,45,40,7,315,11.11%
2021-10-07 01:20:00,ID828161893744385,delivered,Kohler,Jam,1996-07-04,Jam.Kohler@bluewin.ch,"Münchsteig 88, 1541 Sévaz, Schweiz","Münchsteig 88, 1541 Sévaz, Schweiz",credit card,P110004,"Levi's Jeans Boyfriend, Hell",Levi's,Jeans,145,130,1,145,10.34%
2021-10-07 01:15:46,ID082493778078337,paid,Röthlisberger,Oana-Elena,2002-01-06,Oana-Elena.Röthlisberger@yahoo.com,"REND FLETCHER C CRAWFORD WAY 42, 14516 North Rose, USA","REND FLETCHER C CRAWFORD WAY 42, 14516 North Rose, USA",credit card,P110027,,Diesel,Shirts,45,35,7,315,22.22%
2021-10-07 01:15:41,ID233642366709784,paid,Jäggi,Vijosa,1960-02-06,Vijosa.Jäggi@gmail.com," 54, 14001 Akron, USA","ET PARK 4, 12980 Saint Regis Falls, USA",credit card,P110034,,Levi's,Jackets,119,100,9,1071,15.97%
2021-10-07 01:13:19,ID033734787630946,created,Roth,Vitalba,1985-11-25,Vitalba.Roth@yahoo.com,"Austrasse 71, 1260 Nyon car postal, Schweiz","Austrasse 71, 1260 Nyon car postal, Schweiz",invoice,P110041,,Levi's,Dresses,99,85,2,198,14.14%
2021-10-07 01:11:31,ID658834941053118,created,Flückiger,Imihane,1965-04-22,Imihane.Flückiger@bluewin.ch,"OTSON AVENUE FOOT BRIDGE 66, 10577 Purchase, USA","BRIDGE 40, 13042 Cleveland, USA",credit card,P110044,,Diesel,Dresses,99,80,9,891,19.19%
2021-10-07 01:11:17,ID890552011995343,paid,Gehrig,Chariclia,1956-06-17,Chariclia.Gehrig@hotmail.com,"AIN RIVERA JR PG 12, 11364 Oakland Gardens, USA","AIN RIVERA JR PG 12, 11364 Oakland Gardens, USA",credit card,P110026,"Blouse, green",Diesel,Shirts,45,35,7,315,22.22%
2021-10-07 01:09:40,ID737831958038102,paid,Germann,Klerona,1978-05-07,Klerona.Germann@hotmail.com,"MACNAIR PLAYGROUND 82, 13502 Utica, USA","MACNAIR PLAYGROUND 82, 13502 Utica, USA",invoice,P110014,round neck sweater dark blue,Diesel,Sweaters,59,50,8,472,15.25%
2021-10-07 01:09:39,ID051290296949438,paid,Jenny,Arvind,1967-01-08,Arvind.Jenny@gmail.com,"Niklausstrasse 96, 1694 Villargiroud, Schweiz","Niklausstrasse 96, 1694 Villargiroud, Schweiz",credit card,P110031,"Lederjacke, dunkel",Diesel,Jackets,199,180,4,796,9.55%
2021-10-07 01:05:55,ID649095912347233,paid,Arnold,Kodzo,1989-11-15,Kodzo.Arnold@gmail.com,"NORTHBOUND 81 AVENUE EN 32, 13063 Fabius, USA","NORTHBOUND 81 AVENUE EN 32, 13063 Fabius, USA",credit card,P110003,,Levi's,Jeans,149,130,6,894,12.75%
2021-10-07 01:05:27,ID148225316064428,delivered,Graber,Pëllumb,1966-06-11,Pëllumb.Graber@gmail.ch,"Ausstellungsstrasse 32, 8926 Hauptikon, Schweiz","Ausstellungsstrasse 32, 8926 Hauptikon, Schweiz",credit card,P110008,"Lauren Jeans Bootcut Fit, Blau",Diesel,Jeans,115,105,2,230,8.70%
2021-10-07 01:01:10,ID423238570661172,created,Leuenberger,Joèl,1951-10-10,Joèl.Leuenberger@gmail.us,"R DEEGAN EXPWY I 278 EB EN 92, 13301 Alder Creek, USA","R DEEGAN EXPWY I 278 EB EN 92, 13301 Alder Creek, USA",invoice,P110043,,Pepe Jeans,Dresses,89,80,5,445,10.11%
2021-10-07 00:56:43,ID439911020442335,paid,Kuster,Inel,1952-10-20,Inel.Kuster@hotmail.com,"AND ST NORTHBOUND ROADBED 88, 13484 West Eaton, USA","AND ST NORTHBOUND ROADBED 88, 13484 West Eaton, USA",credit card,P110033,,Levi's,Jackets,119,100,5,595,15.97%
2021-10-07 00:45:57,ID082493778078337,created,Röthlisberger,Oana-Elena,2002-01-06,Oana-Elena.Röthlisberger@yahoo.com,"REND FLETCHER C CRAWFORD WAY 42, 14516 North Rose, USA","REND FLETCHER C CRAWFORD WAY 42, 14516 North Rose, USA",credit card,P110027,,Diesel,Shirts,45,35,7,315,22.22%
2021-10-07 00:35:23,ID649095912347233,created,Arnold,Kodzo,1989-11-15,Kodzo.Arnold@gmail.com,"NORTHBOUND 81 AVENUE EN 32, 13063 Fabius, USA","NORTHBOUND 81 AVENUE EN 32, 13063 Fabius, USA",credit card,P110003,,Levi's,Jeans,149,130,6,894,12.75%
2021-10-07 00:29:30,ID912349751787269,delivered,Schaub,Shaheera,1978-01-09,Shaheera.Schaub@gmail.com,"Loorenkopfweg 98, 1091 Chenaux, Schweiz","Gwandensteig 7, 4123 Allschwil Lindenpl, Schweiz",credit card,P110005,"Levi's Jeans Boyfriend, Blau",Levi's,Jeans,149,130,7,1043,12.75%
2021-10-07 00:28:10,ID728934218764066,paid,Buser,Swantje,2003-02-06,Swantje.Buser@bluewin.ch,"Blauäcker 17, 6020 Emmenbrücke, Schweiz","Blauäcker 17, 6020 Emmenbrücke, Schweiz",invoice,P110042,"Baumwollkleid, braun",Levi's,Dresses,99,85,5,495,14.14%
2021-10-07 00:27:54,ID353952815698116,paid,Achermann,Shapal,1993-05-02,Shapal.Achermann@gmail.ch,"STREET FOOT BRIDGE 35, 13032 Canastota, USA","STREET FOOT BRIDGE 35, 13032 Canastota, USA",credit card,P110029,"long blouse, blue",Diesel,Shirts,69,63,9,621,8.70%
2021-10-07 00:24:02,ID712756399485698,paid,Imhof,Berti,1968-02-16,Berti.Imhof@hotmail.com,"Hohe Promenade 63, 6403 Küssnacht Dist Hub, Schweiz","Hohe Promenade 63, 6403 Küssnacht Dist Hub, Schweiz",credit card,P110037,"Jeansjacke, dunkelblau",Pepe Jeans,Jackets,129,120,2,258,6.98%
2021-10-07 00:23:44,ID233642366709784,created,Jäggi,Vijosa,1960-02-06,Vijosa.Jäggi@gmail.com," 54, 14001 Akron, USA","ET PARK 4, 12980 Saint Regis Falls, USA",credit card,P110034,,Levi's,Jackets,119,100,9,1071,15.97%
2021-10-07 00:20:00,ID890552011995343,created,Gehrig,Chariclia,1956-06-17,Chariclia.Gehrig@hotmail.com,"AIN RIVERA JR PG 12, 11364 Oakland Gardens, USA","AIN RIVERA JR PG 12, 11364 Oakland Gardens, USA",credit card,P110026,"Blouse, green",Diesel,Shirts,45,35,7,315,22.22%
2021-10-07 00:19:43,ID051290296949438,created,Jenny,Arvind,1967-01-08,Arvind.Jenny@gmail.com,"Niklausstrasse 96, 1694 Villargiroud, Schweiz","Niklausstrasse 96, 1694 Villargiroud, Schweiz",credit card,P110031,"Lederjacke, dunkel",Diesel,Jackets,199,180,4,796,9.55%
2021-10-07 00:11:12,ID328362323155081,delivered,Hodel,Mehrican,1967-04-17,Mehrican.Hodel@gmail.ch,"Herterbrücke 77, 8048 Zürich, Schweiz","Herterbrücke 77, 8048 Zürich, Schweiz",credit card,P110037,"Jeansjacke, dunkelblau",Pepe Jeans,Jackets,129,120,4,516,6.98%
2021-10-07 00:09:19,ID496204026820645,delivered,Gut,Avanish,1958-07-01,Avanish.Gut@gmail.com,"PARK WEST 90 ST APPROACH 77, 13904 Binghamton, USA","PARK WEST 90 ST APPROACH 77, 13904 Binghamton, USA",credit card,P110030,"long blouse, light blue",Diesel,Shirts,69,63,9,621,8.70%
2021-10-07 00:08:58,ID294327405088112,paid,Walker,Milliona,1944-04-29,Milliona.Walker@gmail.ch,"IT ROAD 11, 13904 Binghamton, USA","IT ROAD 11, 13904 Binghamton, USA",credit card,P110046,"longskirt, dark green",Diesel,Dresses,99,80,9,891,19.19%
2021-10-07 00:07:33,ID245229257155517,delivered,Furrer,Sedad,1983-08-11,Sedad.Furrer@gmail.ch,"Kirchgasse 60, 6363 Obbürgen, Schweiz","Kirchgasse 60, 6363 Obbürgen, Schweiz",credit card,P110022,"Langarmbluse, Blumenmuster",Pepe Jeans,Shirts,49,45,5,245,8.16%
2021-10-07 00:07:17,ID491969190424668,created,Affolter,Aleksandros,1957-04-12,Aleksandros.Affolter@gmail.com,"Luegislandstrasse 36, 1985 La Forclaz VS, Schweiz","Luegislandstrasse 36, 1985 La Forclaz VS, Schweiz",invoice,P110009,,Pepe Jeans,Jeans,99,95,3,297,4.04%
2021-10-07 00:05:56,ID439911020442335,created,Kuster,Inel,1952-10-20,Inel.Kuster@hotmail.com,"AND ST NORTHBOUND ROADBED 88, 13484 West Eaton, USA","AND ST NORTHBOUND ROADBED 88, 13484 West Eaton, USA",credit card,P110033,,Levi's,Jackets,119,100,5,595,15.97%
2021-10-07 00:03:10,ID294327405088112,created,Walker,Milliona,1944-04-29,Milliona.Walker@gmail.ch,"IT ROAD 11, 13904 Binghamton, USA","IT ROAD 11, 13904 Binghamton, USA",credit card,P110046,"longskirt, dark green",Diesel,Dresses,99,80,9,891,19.19%
2021-10-06 23:57:24,ID814879269299583,created,Bühler,Dominique-Claire,1971-04-08,Dominique-Claire.Bühler@gmail.ch,"Grünhaldenstrasse 13, 8253 Willisdorf, Schweiz","Grünhaldenstrasse 13, 8253 Willisdorf, Schweiz",invoice,P110031,"Lederjacke, dunkel",Diesel,Jackets,199,180,4,796,9.55%
2021-10-06 23:49:51,ID353952815698116,created,Achermann,Shapal,1993-05-02,Shapal.Achermann@gmail.ch,"STREET FOOT BRIDGE 35, 13032 Canastota, USA","STREET FOOT BRIDGE 35, 13032 Canastota, USA",credit card,P110029,"long blouse, blue",Diesel,Shirts,69,63,9,621,8.70%
2021-10-06 23:46:22,ID712756399485698,created,Imhof,Berti,1968-02-16,Berti.Imhof@hotmail.com,"Hohe Promenade 63, 6403 Küssnacht Dist Hub, Schweiz","Hohe Promenade 63, 6403 Küssnacht Dist Hub, Schweiz",credit card,P110037,"Jeansjacke, dunkelblau",Pepe Jeans,Jackets,129,120,2,258,6.98%
2021-10-06 23:42:43,ID723376067100778,paid,Lanz,Dldar,1947-02-28,Dldar.Lanz@hispeed.ch,"NTIC TERMINAL MALL SKYWAY 6, 12521 Craryville, USA","NTIC TERMINAL MALL SKYWAY 6, 12521 Craryville, USA",credit card,P110042,,Levi's,Dresses,99,85,6,594,14.14%
2021-10-06 23:41:12,ID180857122671478,delivered,Stocker,Maria-Linda,1973-11-06,Maria-Linda.Stocker@gmail.com,"Schöneichstrasse 23, 1653 Châtel-Montsalvens, Schweiz","Schöneichstrasse 23, 1653 Châtel-Montsalvens, Schweiz",credit card,P110047,"Abendkleid, schwarz",Diesel,Dresses,149,120,1,149,19.46%
2021-10-06 23:40:47,ID331612696070761,canceled,Schulz,Mehedi,1996-06-05,Mehedi.Schulz@hispeed.ch,"CE MANN SCHOOL SPENCE CTTGE 90, 12150 Rotterdam Junction, USA","CE MANN SCHOOL SPENCE CTTGE 90, 12150 Rotterdam Junction, USA",credit card,P110016,,Levi's,Sweaters,45,40,9,405,11.11%
